mean_fit_time,params,mean_test_score,std_test_score,model
0.8517553329467773,"{'clf__alpha': 0.09516356973381757, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9357577938603022,0.002044475127835418,tf-idf+Naive_Bayes
0.7516519546508789,"{'clf__alpha': 0.05895393370211599, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9355543919143349,0.003007402797953102,tf-idf+Naive_Bayes
0.4363211154937744,"{'clf__alpha': 0.5497661310658558, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9355000490073347,0.00402038369095577,tf-idf+Naive_Bayes
0.35146274566650393,"{'clf__alpha': 0.7952204665201097, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9353725716282394,0.0033644496781442103,tf-idf+Naive_Bayes
0.31337604522705076,"{'clf__alpha': 0.8787334560426707, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9353725716282394,0.0033644496781442103,tf-idf+Naive_Bayes
0.32418265342712405,"{'clf__alpha': 0.37479542503386154, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9350378648481336,0.003836614566406042,tf-idf+Naive_Bayes
0.4794724464416504,"{'clf__alpha': 0.7424598996205205, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9349632379104259,0.0033841403236317675,tf-idf+Naive_Bayes
0.42805848121643064,"{'clf__alpha': 0.1718998045579727, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9344530596391436,0.0029850406397172627,tf-idf+Naive_Bayes
0.6249996662139893,"{'clf__alpha': 0.799798505686316, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9336011314645416,0.0032698271717919968,tf-idf+Naive_Bayes
0.7002194404602051,"{'clf__alpha': 0.8471164009781766, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9335985239328723,0.003848609073506793,tf-idf+Naive_Bayes
0.3207365036010742,"{'clf__alpha': 0.49145390848322934, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.933560272479348,0.0023579996361658907,tf-idf+Naive_Bayes
0.7290122032165527,"{'clf__alpha': 0.9001160720328387, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9334102463649755,0.0040341407888917135,tf-idf+Naive_Bayes
0.8885802745819091,"{'clf__alpha': 0.9093441086669807, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9334102463649755,0.0040341407888917135,tf-idf+Naive_Bayes
0.8626198291778564,"{'clf__alpha': 0.9149558764768742, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9334102463649755,0.0040341407888917135,tf-idf+Naive_Bayes
0.6484232425689698,"{'clf__alpha': 0.6992728661372379, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9333618447148169,0.003244732061526219,tf-idf+Naive_Bayes
0.11105079650878906,"{'clf__alpha': 0.6342088324329374, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9331800224666298,0.002977014209836472,tf-idf+Naive_Bayes
0.6934598445892334,"{'clf__alpha': 0.730429348487826, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9331706453715635,0.0033946780199809044,tf-idf+Naive_Bayes
0.16121382713317872,"{'clf__alpha': 0.7409306019335978, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9331556036144951,0.0027611533295194843,tf-idf+Naive_Bayes
0.31392607688903806,"{'clf__alpha': 0.6799306582202791, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9331222032322632,0.003053590658015385,tf-idf+Naive_Bayes
0.36742234230041504,"{'clf__alpha': 0.7423721332791763, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9329335366358025,0.0032743888350242533,tf-idf+Naive_Bayes
0.14121360778808595,"{'clf__alpha': 0.4453294821915942, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9329319774102591,0.003934608995680807,tf-idf+Naive_Bayes
0.15238237380981445,"{'clf__alpha': 0.588496334123151, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.932747320888574,0.003221478917237637,tf-idf+Naive_Bayes
0.1571641445159912,"{'clf__alpha': 0.8172984155348206, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9325315805889138,0.003076866518769366,tf-idf+Naive_Bayes
0.1611855983734131,"{'clf__alpha': 0.5214921916611166, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9325261351938121,0.0036826737341883456,tf-idf+Naive_Bayes
0.881285572052002,"{'clf__alpha': 0.04057363321085883, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9321688483653855,0.0043781811387158445,tf-idf+Naive_Bayes
0.13518118858337402,"{'clf__alpha': 0.8951803994841097, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9321580435835368,0.003079549378410405,tf-idf+Naive_Bayes
0.9016628265380859,"{'clf__alpha': 0.33852642736459515, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9321263353103783,0.0018768896437442446,tf-idf+Naive_Bayes
0.44475531578063965,"{'clf__alpha': 0.019912053489991477, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9321167169875387,0.0032148234322438747,tf-idf+Naive_Bayes
0.7029828071594239,"{'clf__alpha': 0.2837499004941737, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9320766146464139,0.0014344847276152384,tf-idf+Naive_Bayes
0.6979527950286866,"{'clf__alpha': 0.4872103769198032, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.931527379976932,0.0016667722561856193,tf-idf+Naive_Bayes
0.1452230453491211,"{'clf__alpha': 0.9757039858048535, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9315043185079055,0.0028681219457551803,tf-idf+Naive_Bayes
0.4614952564239502,"{'clf__alpha': 0.28600679532909135, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9313960362378912,0.0044099091935540236,tf-idf+Naive_Bayes
0.4256185531616211,"{'clf__alpha': 0.24681228061300053, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9312655620022999,0.003977465068555802,tf-idf+Naive_Bayes
0.4345362663269043,"{'clf__alpha': 0.22393197847335933, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 2), 'vect__tfidf__stop_words': None}",0.9310996209606172,0.00404016254955834,tf-idf+Naive_Bayes
0.9608449935913086,"{'clf__alpha': 0.15200356406019544, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.9308090360342234,0.001257565981752171,tf-idf+Naive_Bayes
0.11527366638183593,"{'clf__alpha': 0.7427736121841286, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9305502690519954,0.004961572797623868,tf-idf+Naive_Bayes
0.8488974571228027,"{'clf__alpha': 0.17685931637495889, 'vect__tfidf__binary': False, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 3), 'vect__tfidf__stop_words': None}",0.930533323070853,0.0007776410450693866,tf-idf+Naive_Bayes
0.11696453094482422,"{'clf__alpha': 0.7198456726030635, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': False, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9303585381785107,0.004698378550639038,tf-idf+Naive_Bayes
0.14923477172851562,"{'clf__alpha': 0.20324060776011832, 'vect__tfidf__binary': True, 'vect__tfidf__lowercase': True, 'vect__tfidf__ngram_range': (1, 1), 'vect__tfidf__stop_words': None}",0.9303057908651065,0.006242996177958428,tf-idf+Naive_Bayes
